"STATISTIC","Statistic Label","TLIST(M1)","Month","C02583V03135","NACE Group","UNIT","VALUE"
"RSM05C03","Retail Sales Index Value Adjusted","201511","2015 November","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","99.4"
"RSM05C03","Retail Sales Index Value Adjusted","201511","2015 November","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","100.3"
"RSM05C03","Retail Sales Index Value Adjusted","201511","2015 November","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","102"
"RSM05C03","Retail Sales Index Value Adjusted","201511","2015 November","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","99.1"
"RSM05C03","Retail Sales Index Value Adjusted","201511","2015 November","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","100"
"RSM05C03","Retail Sales Index Value Adjusted","201511","2015 November","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","96.3"
"RSM05C03","Retail Sales Index Value Adjusted","201511","2015 November","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","98.9"
"RSM05C03","Retail Sales Index Value Adjusted","201511","2015 November","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","99"
"RSM05C03","Retail Sales Index Value Adjusted","201511","2015 November","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","101.1"
"RSM05C03","Retail Sales Index Value Adjusted","201512","2015 December","45","Motor trades (45)","Base 2015=100","107.1"
"RSM05C03","Retail Sales Index Value Adjusted","201512","2015 December","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","102.8"
"RSM05C03","Retail Sales Index Value Adjusted","201512","2015 December","4719","Department stores (4719)","Base 2015=100","99.4"
"RSM05C03","Retail Sales Index Value Adjusted","201512","2015 December","4730","Retail sale of automotive fuel (4730)","Base 2015=100","100.9"
"RSM05C03","Retail Sales Index Value Adjusted","201512","2015 December","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","104.9"
"RSM05C03","Retail Sales Index Value Adjusted","201512","2015 December","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","110.3"
"RSM05C03","Retail Sales Index Value Adjusted","201512","2015 December","5630","Bars (5630)","Base 2015=100","101.8"
"RSM05C03","Retail Sales Index Value Adjusted","201512","2015 December","V3970","All retail businesses","Base 2015=100","102.8"
"RSM05C03","Retail Sales Index Value Adjusted","201512","2015 December","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","105.1"
"RSM05C03","Retail Sales Index Value Adjusted","201512","2015 December","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","101.7"
"RSM05C03","Retail Sales Index Value Adjusted","201512","2015 December","X1320","All retail businesses, excluding motor trades","Base 2015=100","101.9"
"RSM05C03","Retail Sales Index Value Adjusted","201512","2015 December","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","101.6"
"RSM05C03","Retail Sales Index Value Adjusted","201512","2015 December","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","103"
"RSM05C03","Retail Sales Index Value Adjusted","201512","2015 December","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","101"
"RSM05C03","Retail Sales Index Value Adjusted","201512","2015 December","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","104.8"
"RSM05C03","Retail Sales Index Value Adjusted","201512","2015 December","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","104.3"
"RSM05C03","Retail Sales Index Value Adjusted","201512","2015 December","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","99.3"
"RSM05C03","Retail Sales Index Value Adjusted","201512","2015 December","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","100.2"
"RSM05C03","Retail Sales Index Value Adjusted","201512","2015 December","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","100.3"
"RSM05C03","Retail Sales Index Value Adjusted","201512","2015 December","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","104"
"RSM05C03","Retail Sales Index Value Adjusted","201512","2015 December","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","98.8"
"RSM05C03","Retail Sales Index Value Adjusted","201512","2015 December","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","102.2"
"RSM05C03","Retail Sales Index Value Adjusted","201601","2016 January","45","Motor trades (45)","Base 2015=100","114.4"
"RSM05C03","Retail Sales Index Value Adjusted","201601","2016 January","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","102.3"
"RSM05C03","Retail Sales Index Value Adjusted","201601","2016 January","4719","Department stores (4719)","Base 2015=100","96.6"
"RSM05C03","Retail Sales Index Value Adjusted","201601","2016 January","4730","Retail sale of automotive fuel (4730)","Base 2015=100","92.1"
"RSM05C03","Retail Sales Index Value Adjusted","201601","2016 January","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","103.3"
"RSM05C03","Retail Sales Index Value Adjusted","201601","2016 January","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","102.2"
"RSM05C03","Retail Sales Index Value Adjusted","201601","2016 January","5630","Bars (5630)","Base 2015=100","102.3"
"RSM05C03","Retail Sales Index Value Adjusted","201601","2016 January","V3970","All retail businesses","Base 2015=100","105.7"
"RSM05C03","Retail Sales Index Value Adjusted","201601","2016 January","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","112.3"
"RSM05C03","Retail Sales Index Value Adjusted","201601","2016 January","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","99.3"
"RSM05C03","Retail Sales Index Value Adjusted","201601","2016 January","X1320","All retail businesses, excluding motor trades","Base 2015=100","99.8"
"RSM05C03","Retail Sales Index Value Adjusted","201601","2016 January","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","99.6"
"RSM05C03","Retail Sales Index Value Adjusted","201601","2016 January","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","101.9"
"RSM05C03","Retail Sales Index Value Adjusted","201601","2016 January","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","98.5"
"RSM05C03","Retail Sales Index Value Adjusted","201601","2016 January","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","96.7"
"RSM05C03","Retail Sales Index Value Adjusted","201601","2016 January","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","100"
"RSM05C03","Retail Sales Index Value Adjusted","201601","2016 January","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","96.5"
"RSM05C03","Retail Sales Index Value Adjusted","201601","2016 January","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","102.6"
"RSM05C03","Retail Sales Index Value Adjusted","201601","2016 January","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","92.8"
"RSM05C03","Retail Sales Index Value Adjusted","201601","2016 January","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","92.5"
"RSM05C03","Retail Sales Index Value Adjusted","201601","2016 January","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","97.1"
"RSM05C03","Retail Sales Index Value Adjusted","201601","2016 January","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","99.6"
"RSM05C03","Retail Sales Index Value Adjusted","201602","2016 February","45","Motor trades (45)","Base 2015=100","120.6"
"RSM05C03","Retail Sales Index Value Adjusted","201602","2016 February","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","103"
"RSM05C03","Retail Sales Index Value Adjusted","201602","2016 February","4719","Department stores (4719)","Base 2015=100","95.3"
"RSM05C03","Retail Sales Index Value Adjusted","201602","2016 February","4730","Retail sale of automotive fuel (4730)","Base 2015=100","92.3"
"RSM05C03","Retail Sales Index Value Adjusted","201602","2016 February","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","101.5"
"RSM05C03","Retail Sales Index Value Adjusted","201602","2016 February","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","103.4"
"RSM05C03","Retail Sales Index Value Adjusted","201602","2016 February","5630","Bars (5630)","Base 2015=100","100.9"
"RSM05C03","Retail Sales Index Value Adjusted","201602","2016 February","V3970","All retail businesses","Base 2015=100","109"
"RSM05C03","Retail Sales Index Value Adjusted","201602","2016 February","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","118.7"
"RSM05C03","Retail Sales Index Value Adjusted","201602","2016 February","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","100.8"
"RSM05C03","Retail Sales Index Value Adjusted","201602","2016 February","X1320","All retail businesses, excluding motor trades","Base 2015=100","100.7"
"RSM05C03","Retail Sales Index Value Adjusted","201602","2016 February","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","101.3"
"RSM05C03","Retail Sales Index Value Adjusted","201602","2016 February","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","102.5"
"RSM05C03","Retail Sales Index Value Adjusted","201602","2016 February","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","100"
"RSM05C03","Retail Sales Index Value Adjusted","201602","2016 February","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","99.8"
"RSM05C03","Retail Sales Index Value Adjusted","201602","2016 February","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","102.3"
"RSM05C03","Retail Sales Index Value Adjusted","201602","2016 February","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","98.9"
"RSM05C03","Retail Sales Index Value Adjusted","201602","2016 February","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","102.7"
"RSM05C03","Retail Sales Index Value Adjusted","201602","2016 February","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","96.8"
"RSM05C03","Retail Sales Index Value Adjusted","201602","2016 February","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","96"
"RSM05C03","Retail Sales Index Value Adjusted","201602","2016 February","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","97.2"
"RSM05C03","Retail Sales Index Value Adjusted","201602","2016 February","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","102.2"
"RSM05C03","Retail Sales Index Value Adjusted","201603","2016 March","45","Motor trades (45)","Base 2015=100","114.1"
"RSM05C03","Retail Sales Index Value Adjusted","201603","2016 March","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","101.5"
"RSM05C03","Retail Sales Index Value Adjusted","201603","2016 March","4719","Department stores (4719)","Base 2015=100","96.2"
"RSM05C03","Retail Sales Index Value Adjusted","201603","2016 March","4730","Retail sale of automotive fuel (4730)","Base 2015=100","89.8"
"RSM05C03","Retail Sales Index Value Adjusted","201603","2016 March","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","103.1"
"RSM05C03","Retail Sales Index Value Adjusted","201603","2016 March","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","103.5"
"RSM05C03","Retail Sales Index Value Adjusted","201603","2016 March","5630","Bars (5630)","Base 2015=100","100.5"
"RSM05C03","Retail Sales Index Value Adjusted","201603","2016 March","V3970","All retail businesses","Base 2015=100","104.3"
"RSM05C03","Retail Sales Index Value Adjusted","201603","2016 March","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","112.8"
"RSM05C03","Retail Sales Index Value Adjusted","201603","2016 March","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","100.3"
"RSM05C03","Retail Sales Index Value Adjusted","201603","2016 March","X1320","All retail businesses, excluding motor trades","Base 2015=100","100.4"
"RSM05C03","Retail Sales Index Value Adjusted","201603","2016 March","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","100.8"
"RSM05C03","Retail Sales Index Value Adjusted","201603","2016 March","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","101.4"
"RSM05C03","Retail Sales Index Value Adjusted","201603","2016 March","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","101.1"
